Key;Row0;Row1;Row2;Row3;Row4;Row5;Row6;Row7;Row8;Row9;Row10;Row11;Row12;Row13;Row14;Row15;Row16;Row17;Row18;Row19;Row20;Row21;Row22;Row23;Row24;Row25;Row26;Row27;Row28;Row29;Row30;Row31;Row32;Row33;Row34;Row35;Row36;Row37;Row38;Row39;Row40;Row41;Row42;Row43;Row44;Row45;Row46;Row47;Row48;Row49;Row50;Row809;Row1072;Row5406;Row5872;Row15986;Row16003;Row17095;Row19697;Row20408;Row22591;Row23757;Row23789;Row27711;Row28345;Row33541;Row39842;Row41947;Row43388;Row47174;Row57524;Row60071;Row61146;Row63243;Row67469;Row73667;Row74675;Row77829;Row80879;Row81594;Row82887;Row83658;Row88321;Row89843;Row91459;Row92230;Row92281;Row95914;Row96914;Row105449;Row105915;Row106020;Row108151;Row111013;Row116110;Row117054;Row117918;Row121846;Row122408;Row123151;Row123362;Row127588;Row16_dup;Row45_dup;Row69;Row85;Row86;Row90;Row97;Row113;Row119;Row124;Row140;Row147;Row154;Row157;Row170;Row204;Row213;Row229;Row263;Row278;Row313;Row315;Row324;Row329;Row333;Row338;Row344;Row346;Row393;Row413;Row439;Row449;Row456;Row458;Row463;Row468;Row470;Row476;Row483;Row506;Row543;Row568;Row575;Row582;Row584;Row588;Row593;Row597;Row611;Row612;Row614;Row621;Row637
Row89843;0.440;0.304;0.292;0.348;0.391;0.400;0.192;0.375;0.385;0.480;0.154;0.360;0.520;0.500;0.320;0.333;0.292;0.333;0.667;0.400;0.120;0.160;0.375;0.120;0.120;0.375;0.280;0.208;0.364;0.250;0.333;0.417;0.458;0.375;0.120;0.458;0.423;0.458;0.308;0.333;0.200;0.280;0.400;0.250;0.609;0.708;0.208;0.565;0.333;0.522;0.417;0.360;0.280;0.385;0.280;0.400;0.400;0.240;0.400;0.385;0.423;0.417;0.423;0.200;0.200;0.231;0.400;0.417;0.423;0.400;0.360;0.435;0.200;0.407;0.320;0.120;0.174;0.400;0.417;0.273;0.348;0.591;0.130;0.000;0.308;0.200;0.385;0.400;0.500;0.154;0.160;0.423;0.269;0.231;0.417;0.423;0.440;0.440;0.500;0.400;0.200;0.308;0.240;0.167;0.440;0.360;0.259;0.739;0.320;0.185;0.320;0.217;0.333;0.400;0.333;0.308;0.348;0.591;0.308;0.333;0.364;0.364;0.458;0.480;0.417;0.192;0.375;0.308;0.261;0.400;0.391;0.200;0.667;0.480;0.269;0.385;0.280;0.304;0.364;0.560;0.400;0.308;0.375;0.250;0.333;0.269;0.348;0.682;0.333;0.440;0.346;0.346;0.280;0.296;0.200
Row91459;0.500;0.304;0.360;0.417;0.577;0.333;0.259;0.375;0.385;0.348;0.286;0.360;0.318;0.227;0.091;0.261;0.423;0.400;0.769;0.333;0.192;0.160;0.440;0.192;0.192;0.375;0.346;0.130;0.500;0.385;0.333;0.538;0.458;0.500;0.192;0.458;0.292;0.458;0.308;0.400;0.125;0.130;0.333;0.385;0.545;0.652;0.346;0.625;0.333;0.640;0.417;0.292;0.280;0.250;0.280;0.333;0.333;0.370;0.333;0.250;0.292;0.417;0.292;0.125;0.200;0.083;0.333;0.417;0.292;0.333;0.292;0.500;0.125;0.280;0.320;0.192;0.250;0.333;0.417;0.417;0.417;0.652;0.346;0.308;0.000;0.269;0.250;0.333;0.625;0.154;0.231;0.292;0.333;0.083;0.417;0.292;0.440;0.375;0.500;0.333;0.125;0.308;0.087;0.240;0.304;0.292;0.192;0.682;0.444;0.250;0.385;0.360;0.333;0.333;0.333;0.240;0.417;0.708;0.308;0.269;0.500;0.435;0.458;0.273;0.273;0.192;0.375;0.308;0.333;0.400;0.520;0.125;0.609;0.348;0.333;0.385;0.346;0.440;0.500;0.500;0.333;0.240;0.375;0.385;0.462;0.043;0.480;0.739;0.269;0.375;0.280;0.280;0.208;0.296;0.125
Row92230;0.261;0.400;0.174;0.304;0.348;0.292;0.222;0.261;0.346;0.375;0.185;0.174;0.417;0.333;0.346;0.360;0.174;0.217;0.731;0.217;0.080;0.120;0.261;0.080;0.080;0.261;0.167;0.240;0.520;0.130;0.217;0.304;0.348;0.333;0.154;0.348;0.250;0.348;0.125;0.217;0.160;0.308;0.292;0.130;0.565;0.609;0.087;0.522;0.217;0.478;0.304;0.250;0.370;0.208;0.167;0.217;0.292;0.125;0.217;0.208;0.250;0.375;0.250;0.160;0.160;0.192;0.292;0.375;0.250;0.292;0.174;0.391;0.231;0.240;0.130;0.080;0.280;0.292;0.375;0.440;0.375;0.609;0.240;0.200;0.269;0.000;0.208;0.217;0.522;0.115;0.120;0.250;0.160;0.192;0.375;0.250;0.400;0.333;0.458;0.292;0.160;0.125;0.269;0.269;0.333;0.250;0.222;0.696;0.407;0.214;0.208;0.174;0.217;0.292;0.217;0.333;0.375;0.609;0.333;0.160;0.391;0.520;0.417;0.375;0.440;0.222;0.261;0.333;0.217;0.292;0.417;0.160;0.565;0.304;0.231;0.346;0.167;0.261;0.520;0.458;0.292;0.269;0.333;0.130;0.217;0.231;0.304;0.696;0.296;0.333;0.167;0.240;0.240;0.259;0.231
Row92281;0.318;0.520;0.143;0.200;0.409;0.100;0.333;0.238;0.400;0.200;0.357;0.227;0.250;0.150;0.333;0.480;0.227;0.273;0.800;0.100;0.269;0.308;0.318;0.269;0.269;0.238;0.292;0.292;0.640;0.182;0.100;0.364;0.333;0.318;0.269;0.250;0.050;0.333;0.091;0.273;0.208;0.360;0.100;0.182;0.500;0.550;0.292;0.450;0.100;0.476;0.286;0.050;0.360;0.000;0.292;0.100;0.100;0.250;0.100;0.000;0.050;0.200;0.050;0.208;0.346;0.308;0.100;0.200;0.050;0.100;0.050;0.300;0.208;0.136;0.095;0.269;0.333;0.100;0.200;0.500;0.200;0.682;0.423;0.385;0.250;0.208;0.000;0.100;0.450;0.231;0.308;0.050;0.208;0.167;0.200;0.050;0.318;0.150;0.300;0.100;0.280;0.091;0.320;0.320;0.150;0.050;0.333;0.650;0.571;0.321;0.182;0.304;0.100;0.100;0.273;0.444;0.364;0.550;0.444;0.208;0.300;0.583;0.250;0.200;0.500;0.333;0.150;0.500;0.273;0.273;0.409;0.280;0.500;0.286;0.407;0.400;0.136;0.391;0.640;0.455;0.100;0.444;0.318;0.182;0.273;0.280;0.286;0.650;0.280;0.318;0.136;0.217;0.360;0.240;0.208
Row95914;0.333;0.542;0.150;0.211;0.429;0.105;0.346;0.250;0.417;0.211;0.370;0.238;0.263;0.250;0.417;0.500;0.238;0.286;0.833;0.105;0.280;0.320;0.333;0.280;0.280;0.250;0.304;0.304;0.667;0.190;0.105;0.381;0.350;0.333;0.346;0.263;0.053;0.350;0.182;0.286;0.217;0.440;0.105;0.190;0.526;0.579;0.304;0.474;0.105;0.500;0.300;0.150;0.440;0.100;0.375;0.000;0.200;0.261;0.000;0.100;0.053;0.211;0.053;0.217;0.360;0.385;0.105;0.211;0.053;0.105;0.053;0.222;0.292;0.227;0.100;0.280;0.348;0.105;0.211;0.522;0.300;0.714;0.440;0.400;0.333;0.217;0.100;0.000;0.389;0.308;0.320;0.053;0.292;0.250;0.211;0.053;0.333;0.158;0.316;0.105;0.292;0.182;0.400;0.400;0.158;0.150;0.346;0.684;0.593;0.393;0.190;0.318;0.105;0.200;0.200;0.462;0.381;0.500;0.462;0.292;0.316;0.609;0.350;0.300;0.522;0.407;0.158;0.519;0.286;0.364;0.429;0.292;0.526;0.300;0.423;0.417;0.227;0.409;0.667;0.476;0.105;0.462;0.333;0.190;0.286;0.360;0.300;0.684;0.360;0.333;0.227;0.304;0.375;0.320;0.292
Row96914;0.526;0.667;0.421;0.313;0.375;0.389;0.560;0.526;0.652;0.500;0.577;0.571;0.556;0.600;0.591;0.739;0.500;0.550;0.765;0.474;0.560;0.600;0.526;0.560;0.560;0.526;0.476;0.545;0.529;0.450;0.389;0.412;0.632;0.444;0.560;0.375;0.421;0.556;0.500;0.550;0.522;0.667;0.389;0.450;0.688;0.824;0.545;0.429;0.389;0.467;0.500;0.421;0.545;0.450;0.609;0.389;0.389;0.500;0.389;0.450;0.421;0.313;0.421;0.522;0.640;0.654;0.389;0.313;0.421;0.389;0.421;0.214;0.522;0.545;0.450;0.560;0.450;0.389;0.412;0.313;0.313;0.667;0.545;0.500;0.625;0.522;0.450;0.389;0.000;0.577;0.600;0.421;0.522;0.542;0.313;0.421;0.444;0.444;0.333;0.389;0.583;0.500;0.625;0.500;0.444;0.421;0.615;0.875;0.591;0.593;0.450;0.421;0.389;0.389;0.474;0.680;0.313;0.333;0.680;0.522;0.333;0.438;0.375;0.579;0.650;0.615;0.353;0.731;0.389;0.619;0.267;0.583;0.765;0.650;0.640;0.652;0.476;0.353;0.529;0.529;0.389;0.731;0.444;0.450;0.474;0.640;0.313;0.615;0.583;0.600;0.545;0.545;0.667;0.542;0.522
Row105449;0.346;0.346;0.269;0.385;0.423;0.308;0.179;0.346;0.357;0.385;0.143;0.269;0.423;0.346;0.231;0.308;0.269;0.308;0.714;0.308;0.038;0.077;0.346;0.038;0.038;0.346;0.259;0.192;0.462;0.231;0.308;0.385;0.423;0.346;0.038;0.423;0.269;0.423;0.154;0.308;0.115;0.192;0.308;0.231;0.615;0.654;0.192;0.577;0.308;0.538;0.385;0.269;0.259;0.231;0.192;0.308;0.308;0.222;0.308;0.231;0.269;0.385;0.269;0.115;0.115;0.077;0.308;0.385;0.269;0.308;0.269;0.462;0.115;0.259;0.231;0.038;0.231;0.308;0.385;0.385;0.385;0.654;0.192;0.154;0.154;0.115;0.231;0.308;0.577;0.000;0.077;0.269;0.185;0.077;0.385;0.269;0.407;0.346;0.462;0.308;0.115;0.154;0.154;0.154;0.346;0.269;0.179;0.731;0.357;0.107;0.231;0.269;0.308;0.308;0.308;0.286;0.385;0.654;0.286;0.185;0.462;0.462;0.423;0.385;0.385;0.111;0.346;0.286;0.308;0.308;0.481;0.115;0.615;0.385;0.250;0.357;0.192;0.346;0.462;0.519;0.308;0.222;0.346;0.231;0.308;0.115;0.385;0.731;0.250;0.407;0.192;0.259;0.192;0.214;0.115
Row105915;0.292;0.360;0.280;0.400;0.440;0.385;0.185;0.360;0.370;0.400;0.148;0.280;0.440;0.423;0.308;0.250;0.280;0.320;0.692;0.320;0.040;0.080;0.360;0.040;0.040;0.360;0.269;0.200;0.417;0.240;0.320;0.400;0.375;0.360;0.115;0.440;0.346;0.375;0.231;0.320;0.120;0.200;0.385;0.240;0.640;0.625;0.125;0.600;0.320;0.560;0.400;0.346;0.269;0.308;0.200;0.320;0.385;0.231;0.320;0.308;0.346;0.462;0.346;0.120;0.042;0.154;0.385;0.462;0.346;0.385;0.280;0.480;0.192;0.269;0.240;0.040;0.240;0.385;0.400;0.400;0.462;0.625;0.125;0.160;0.231;0.120;0.308;0.320;0.600;0.077;0.000;0.346;0.259;0.154;0.462;0.346;0.423;0.360;0.480;0.385;0.120;0.231;0.231;0.231;0.423;0.346;0.185;0.708;0.370;0.179;0.308;0.280;0.320;0.385;0.250;0.296;0.462;0.625;0.231;0.259;0.480;0.480;0.440;0.462;0.400;0.185;0.360;0.231;0.320;0.320;0.500;0.120;0.583;0.400;0.192;0.370;0.269;0.360;0.417;0.538;0.385;0.160;0.360;0.240;0.320;0.192;0.400;0.708;0.321;0.423;0.269;0.333;0.125;0.286;0.192
Row106020;0.364;0.560;0.190;0.250;0.455;0.053;0.370;0.286;0.440;0.158;0.393;0.273;0.211;0.200;0.375;0.520;0.273;0.318;0.840;0.150;0.308;0.346;0.364;0.308;0.308;0.286;0.333;0.333;0.680;0.227;0.150;0.409;0.381;0.286;0.308;0.300;0.000;0.381;0.136;0.318;0.250;0.400;0.053;0.227;0.550;0.600;0.333;0.500;0.150;0.524;0.333;0.100;0.400;0.050;0.333;0.053;0.150;0.292;0.053;0.050;0.000;0.158;0.000;0.250;0.385;0.346;0.053;0.158;0.000;0.053;0.100;0.263;0.250;0.182;0.143;0.308;0.375;0.053;0.158;0.542;0.250;0.727;0.462;0.423;0.292;0.250;0.050;0.053;0.421;0.269;0.346;0.000;0.250;0.208;0.158;0.000;0.286;0.105;0.263;0.053;0.320;0.136;0.360;0.360;0.105;0.100;0.370;0.700;0.607;0.357;0.143;0.348;0.150;0.150;0.238;0.481;0.333;0.526;0.481;0.250;0.350;0.625;0.300;0.250;0.542;0.370;0.200;0.536;0.318;0.318;0.455;0.320;0.550;0.333;0.444;0.440;0.182;0.435;0.680;0.500;0.053;0.481;0.286;0.227;0.318;0.320;0.333;0.700;0.320;0.364;0.182;0.261;0.400;0.280;0.250
Row108151;0.333;0.462;0.174;0.304;0.348;0.217;0.222;0.261;0.280;0.304;0.185;0.250;0.348;0.333;0.407;0.423;0.174;0.217;0.680;0.292;0.222;0.259;0.261;0.222;0.222;0.261;0.240;0.308;0.577;0.130;0.217;0.304;0.348;0.261;0.154;0.417;0.250;0.348;0.125;0.217;0.296;0.308;0.217;0.130;0.565;0.609;0.167;0.522;0.217;0.478;0.304;0.174;0.308;0.208;0.167;0.292;0.292;0.043;0.292;0.208;0.250;0.304;0.250;0.296;0.296;0.259;0.217;0.304;0.250;0.217;0.250;0.391;0.231;0.167;0.208;0.222;0.346;0.217;0.304;0.500;0.304;0.667;0.308;0.269;0.333;0.160;0.208;0.292;0.522;0.185;0.259;0.250;0.000;0.259;0.304;0.250;0.261;0.261;0.391;0.217;0.296;0.125;0.269;0.269;0.261;0.174;0.286;0.696;0.407;0.148;0.130;0.250;0.217;0.292;0.292;0.333;0.375;0.609;0.333;0.160;0.391;0.577;0.348;0.304;0.556;0.154;0.261;0.333;0.292;0.217;0.348;0.296;0.565;0.375;0.231;0.280;0.087;0.333;0.577;0.391;0.217;0.333;0.333;0.130;0.217;0.296;0.304;0.696;0.160;0.261;0.167;0.087;0.370;0.120;0.231
Row111013;0.423;0.360;0.280;0.333;0.500;0.250;0.185;0.360;0.370;0.333;0.214;0.346;0.375;0.292;0.167;0.320;0.346;0.385;0.741;0.250;0.115;0.154;0.423;0.115;0.115;0.360;0.269;0.125;0.480;0.308;0.250;0.462;0.440;0.423;0.115;0.375;0.208;0.440;0.231;0.385;0.042;0.200;0.250;0.308;0.583;0.625;0.269;0.542;0.250;0.560;0.400;0.208;0.200;0.167;0.269;0.250;0.250;0.296;0.250;0.167;0.208;0.333;0.208;0.042;0.192;0.154;0.250;0.333;0.208;0.250;0.208;0.417;0.042;0.200;0.240;0.115;0.167;0.250;0.333;0.333;0.333;0.625;0.269;0.231;0.083;0.192;0.167;0.250;0.542;0.077;0.154;0.208;0.259;0.000;0.333;0.208;0.360;0.292;0.417;0.250;0.120;0.231;0.160;0.160;0.292;0.208;0.185;0.708;0.429;0.179;0.308;0.280;0.250;0.250;0.250;0.296;0.333;0.625;0.296;0.192;0.417;0.417;0.375;0.333;0.333;0.185;0.292;0.357;0.250;0.385;0.440;0.120;0.583;0.400;0.321;0.370;0.269;0.360;0.480;0.480;0.250;0.296;0.292;0.308;0.385;0.120;0.400;0.708;0.259;0.360;0.269;0.269;0.200;0.222;0.042
Row116110;0.500;0.500;0.250;0.118;0.524;0.111;0.423;0.350;0.500;0.222;0.444;0.409;0.278;0.350;0.364;0.583;0.333;0.381;0.818;0.300;0.423;0.462;0.429;0.423;0.423;0.350;0.318;0.391;0.636;0.286;0.211;0.476;0.450;0.167;0.360;0.450;0.158;0.450;0.273;0.381;0.375;0.458;0.111;0.286;0.471;0.684;0.391;0.579;0.211;0.600;0.400;0.158;0.318;0.200;0.391;0.211;0.111;0.348;0.211;0.200;0.158;0.000;0.158;0.375;0.500;0.462;0.111;0.000;0.158;0.111;0.250;0.125;0.304;0.318;0.286;0.423;0.286;0.111;0.118;0.476;0.118;0.684;0.391;0.417;0.417;0.375;0.200;0.211;0.313;0.385;0.462;0.158;0.304;0.333;0.000;0.158;0.167;0.167;0.125;0.111;0.440;0.273;0.417;0.273;0.167;0.158;0.481;0.647;0.667;0.407;0.200;0.250;0.211;0.111;0.300;0.538;0.222;0.438;0.538;0.375;0.235;0.571;0.176;0.316;0.545;0.423;0.263;0.593;0.381;0.381;0.368;0.440;0.632;0.476;0.500;0.500;0.238;0.500;0.636;0.571;0.111;0.593;0.167;0.286;0.381;0.440;0.400;0.647;0.375;0.429;0.318;0.318;0.520;0.333;0.304
Row117054;0.364;0.560;0.190;0.250;0.455;0.053;0.370;0.286;0.440;0.158;0.393;0.273;0.211;0.200;0.375;0.520;0.273;0.318;0.840;0.150;0.308;0.346;0.364;0.308;0.308;0.286;0.333;0.333;0.680;0.227;0.150;0.409;0.381;0.286;0.308;0.300;0.000;0.381;0.136;0.318;0.250;0.400;0.053;0.227;0.550;0.600;0.333;0.500;0.150;0.524;0.333;0.100;0.400;0.050;0.333;0.053;0.150;0.292;0.053;0.050;0.000;0.158;0.000;0.250;0.385;0.346;0.053;0.158;0.000;0.053;0.100;0.263;0.250;0.182;0.143;0.308;0.375;0.053;0.158;0.542;0.250;0.727;0.462;0.423;0.292;0.250;0.050;0.053;0.421;0.269;0.346;0.000;0.250;0.208;0.158;0.000;0.286;0.105;0.263;0.053;0.320;0.136;0.360;0.360;0.105;0.100;0.370;0.700;0.607;0.357;0.143;0.348;0.150;0.150;0.238;0.481;0.333;0.526;0.481;0.250;0.350;0.625;0.300;0.250;0.542;0.370;0.200;0.536;0.318;0.318;0.455;0.320;0.550;0.333;0.444;0.440;0.182;0.435;0.680;0.500;0.053;0.481;0.286;0.227;0.318;0.320;0.333;0.700;0.320;0.364;0.182;0.261;0.400;0.280;0.250
Row117918;0.522;0.522;0.364;0.263;0.609;0.250;0.385;0.455;0.458;0.263;0.407;0.500;0.316;0.455;0.391;0.542;0.435;0.478;0.714;0.409;0.444;0.481;0.522;0.444;0.444;0.455;0.273;0.417;0.591;0.391;0.333;0.565;0.476;0.211;0.385;0.545;0.286;0.476;0.375;0.478;0.400;0.417;0.250;0.391;0.579;0.700;0.348;0.667;0.333;0.682;0.500;0.286;0.190;0.318;0.348;0.333;0.250;0.304;0.333;0.318;0.286;0.167;0.286;0.400;0.462;0.481;0.250;0.167;0.286;0.250;0.364;0.278;0.333;0.190;0.391;0.444;0.318;0.250;0.167;0.500;0.263;0.632;0.348;0.440;0.440;0.400;0.318;0.333;0.444;0.407;0.423;0.286;0.261;0.360;0.167;0.286;0.000;0.211;0.176;0.250;0.462;0.375;0.440;0.304;0.300;0.286;0.444;0.667;0.630;0.370;0.318;0.286;0.333;0.250;0.250;0.500;0.263;0.471;0.440;0.333;0.368;0.591;0.222;0.429;0.565;0.385;0.381;0.500;0.409;0.409;0.316;0.462;0.650;0.565;0.400;0.458;0.348;0.522;0.591;0.524;0.250;0.500;0.111;0.391;0.478;0.462;0.500;0.667;0.333;0.381;0.417;0.273;0.480;0.292;0.333
Row121846;0.381;0.583;0.200;0.263;0.476;0.056;0.385;0.300;0.458;0.059;0.407;0.364;0.118;0.300;0.458;0.478;0.286;0.333;0.826;0.250;0.385;0.423;0.381;0.385;0.385;0.300;0.417;0.348;0.652;0.238;0.158;0.429;0.316;0.211;0.320;0.400;0.105;0.316;0.227;0.333;0.333;0.348;0.056;0.238;0.579;0.556;0.273;0.526;0.158;0.550;0.350;0.105;0.348;0.150;0.273;0.158;0.250;0.304;0.158;0.150;0.105;0.167;0.105;0.333;0.400;0.423;0.056;0.167;0.105;0.056;0.200;0.278;0.261;0.190;0.238;0.385;0.391;0.056;0.059;0.565;0.263;0.700;0.417;0.440;0.375;0.333;0.150;0.158;0.444;0.346;0.360;0.105;0.261;0.292;0.167;0.105;0.211;0.000;0.176;0.056;0.400;0.227;0.375;0.375;0.111;0.105;0.444;0.667;0.630;0.370;0.150;0.364;0.158;0.250;0.158;0.500;0.350;0.471;0.440;0.333;0.368;0.652;0.222;0.263;0.625;0.385;0.211;0.500;0.333;0.250;0.476;0.400;0.500;0.429;0.400;0.458;0.190;0.455;0.652;0.524;0.056;0.500;0.211;0.238;0.333;0.400;0.350;0.667;0.333;0.381;0.273;0.273;0.417;0.292;0.261
Row122408;0.450;0.591;0.350;0.235;0.550;0.222;0.500;0.450;0.583;0.235;0.519;0.500;0.294;0.450;0.455;0.609;0.429;0.476;0.800;0.400;0.500;0.538;0.450;0.500;0.500;0.450;0.409;0.478;0.600;0.381;0.316;0.500;0.474;0.176;0.440;0.474;0.263;0.389;0.364;0.476;0.458;0.478;0.222;0.381;0.588;0.647;0.409;0.611;0.316;0.632;0.421;0.263;0.333;0.300;0.409;0.316;0.222;0.435;0.316;0.300;0.263;0.125;0.263;0.458;0.520;0.538;0.222;0.125;0.263;0.222;0.350;0.250;0.391;0.333;0.381;0.500;0.381;0.222;0.125;0.500;0.235;0.722;0.409;0.500;0.500;0.458;0.300;0.316;0.333;0.462;0.480;0.263;0.391;0.417;0.125;0.263;0.176;0.176;0.000;0.222;0.520;0.364;0.500;0.364;0.278;0.263;0.556;0.688;0.692;0.481;0.300;0.350;0.316;0.222;0.316;0.615;0.333;0.467;0.560;0.458;0.353;0.600;0.067;0.421;0.636;0.500;0.368;0.615;0.400;0.400;0.389;0.520;0.667;0.571;0.520;0.583;0.333;0.524;0.600;0.600;0.222;0.615;0.176;0.381;0.476;0.520;0.500;0.688;0.458;0.524;0.409;0.409;0.542;0.417;0.391
Row123151;0.409;0.542;0.150;0.211;0.429;0.000;0.346;0.250;0.417;0.111;0.370;0.318;0.167;0.250;0.417;0.500;0.238;0.286;0.833;0.200;0.346;0.385;0.333;0.346;0.346;0.250;0.375;0.304;0.667;0.190;0.105;0.381;0.350;0.250;0.280;0.350;0.053;0.350;0.182;0.286;0.292;0.375;0.000;0.190;0.526;0.579;0.304;0.474;0.105;0.500;0.300;0.053;0.375;0.100;0.304;0.105;0.200;0.261;0.105;0.100;0.053;0.111;0.053;0.292;0.423;0.385;0.000;0.111;0.053;0.000;0.150;0.222;0.217;0.227;0.190;0.346;0.348;0.000;0.111;0.522;0.211;0.714;0.440;0.400;0.333;0.292;0.100;0.105;0.389;0.308;0.385;0.053;0.217;0.250;0.111;0.053;0.250;0.056;0.222;0.000;0.360;0.182;0.333;0.333;0.056;0.053;0.407;0.684;0.593;0.333;0.100;0.318;0.105;0.200;0.200;0.462;0.300;0.500;0.462;0.292;0.316;0.609;0.263;0.211;0.583;0.346;0.158;0.519;0.286;0.286;0.429;0.360;0.526;0.381;0.423;0.417;0.143;0.409;0.667;0.476;0.000;0.519;0.250;0.190;0.286;0.360;0.300;0.684;0.292;0.333;0.227;0.227;0.440;0.250;0.217
Row123362;0.400;0.261;0.250;0.375;0.480;0.360;0.154;0.261;0.346;0.440;0.185;0.250;0.417;0.333;0.208;0.217;0.320;0.292;0.731;0.292;0.080;0.042;0.333;0.080;0.080;0.261;0.240;0.087;0.458;0.280;0.292;0.440;0.348;0.462;0.154;0.417;0.320;0.348;0.269;0.292;0.083;0.167;0.360;0.280;0.565;0.609;0.240;0.583;0.292;0.542;0.304;0.320;0.308;0.280;0.308;0.292;0.360;0.269;0.292;0.280;0.320;0.440;0.320;0.083;0.083;0.120;0.360;0.440;0.320;0.360;0.250;0.458;0.160;0.308;0.208;0.080;0.208;0.360;0.440;0.375;0.440;0.667;0.240;0.200;0.125;0.160;0.280;0.292;0.583;0.115;0.120;0.320;0.296;0.120;0.440;0.320;0.462;0.400;0.520;0.360;0.000;0.269;0.125;0.200;0.400;0.320;0.080;0.696;0.407;0.214;0.346;0.250;0.292;0.360;0.292;0.200;0.440;0.667;0.269;0.231;0.458;0.458;0.480;0.375;0.304;0.222;0.333;0.269;0.292;0.423;0.480;0.000;0.625;0.304;0.231;0.346;0.308;0.333;0.458;0.520;0.360;0.200;0.400;0.280;0.360;0.083;0.375;0.750;0.296;0.400;0.240;0.308;0.167;0.259;0.160
Row127588;0.227;0.500;0.136;0.273;0.318;0.182;0.321;0.227;0.385;0.273;0.286;0.136;0.318;0.227;0.385;0.462;0.136;0.182;0.769;0.182;0.192;0.231;0.227;0.192;0.192;0.227;0.280;0.346;0.615;0.091;0.182;0.273;0.318;0.227;0.192;0.318;0.136;0.318;0.000;0.182;0.269;0.346;0.182;0.091;0.545;0.591;0.208;0.500;0.182;0.455;0.273;0.136;0.407;0.091;0.208;0.182;0.182;0.167;0.182;0.091;0.136;0.273;0.136;0.269;0.269;0.231;0.182;0.273;0.136;0.182;0.136;0.364;0.269;0.208;0.091;0.192;0.385;0.182;0.273;0.538;0.273;0.708;0.346;0.308;0.308;0.125;0.091;0.182;0.500;0.154;0.231;0.136;0.125;0.231;0.273;0.136;0.375;0.227;0.364;0.182;0.269;0.000;0.308;0.308;0.227;0.136;0.321;0.682;0.500;0.250;0.091;0.292;0.182;0.182;0.333;0.429;0.417;0.591;0.429;0.200;0.364;0.615;0.318;0.273;0.538;0.259;0.227;0.429;0.333;0.182;0.458;0.269;0.545;0.273;0.333;0.385;0.045;0.375;0.615;0.500;0.182;0.370;0.375;0.091;0.182;0.269;0.273;0.682;0.269;0.375;0.045;0.208;0.346;0.231;0.269
Row16_dup;0.500;0.227;0.292;0.417;0.520;0.333;0.192;0.304;0.320;0.348;0.222;0.360;0.318;0.304;0.174;0.182;0.360;0.333;0.720;0.400;0.192;0.160;0.375;0.192;0.192;0.304;0.346;0.130;0.435;0.320;0.333;0.480;0.391;0.440;0.120;0.520;0.360;0.391;0.308;0.333;0.200;0.045;0.333;0.320;0.545;0.652;0.280;0.625;0.333;0.583;0.348;0.292;0.280;0.320;0.208;0.400;0.400;0.308;0.400;0.320;0.360;0.417;0.360;0.200;0.200;0.083;0.333;0.417;0.360;0.333;0.360;0.500;0.125;0.346;0.320;0.192;0.250;0.333;0.417;0.417;0.417;0.652;0.280;0.240;0.087;0.269;0.320;0.400;0.625;0.154;0.231;0.360;0.269;0.160;0.417;0.360;0.440;0.375;0.500;0.333;0.125;0.308;0.000;0.167;0.304;0.292;0.192;0.682;0.385;0.185;0.320;0.292;0.333;0.400;0.333;0.167;0.417;0.708;0.240;0.269;0.500;0.435;0.458;0.273;0.348;0.120;0.375;0.240;0.333;0.333;0.520;0.125;0.609;0.348;0.269;0.320;0.280;0.375;0.435;0.500;0.333;0.240;0.375;0.320;0.400;0.043;0.417;0.739;0.200;0.375;0.280;0.208;0.208;0.231;0.125
Row45_dup;0.500;0.227;0.292;0.273;0.520;0.333;0.192;0.375;0.385;0.417;0.222;0.423;0.458;0.440;0.174;0.333;0.360;0.400;0.667;0.400;0.192;0.231;0.440;0.192;0.192;0.375;0.208;0.208;0.364;0.320;0.333;0.480;0.458;0.304;0.120;0.520;0.360;0.458;0.308;0.400;0.200;0.208;0.333;0.320;0.545;0.708;0.280;0.625;0.333;0.583;0.417;0.292;0.130;0.320;0.280;0.400;0.261;0.308;0.400;0.320;0.360;0.273;0.360;0.200;0.269;0.231;0.333;0.273;0.360;0.333;0.360;0.364;0.125;0.346;0.320;0.192;0.091;0.333;0.348;0.273;0.273;0.591;0.130;0.167;0.240;0.269;0.320;0.400;0.500;0.154;0.231;0.360;0.269;0.160;0.273;0.360;0.304;0.375;0.364;0.333;0.200;0.308;0.167;0.000;0.375;0.292;0.259;0.682;0.444;0.185;0.320;0.136;0.333;0.261;0.333;0.308;0.273;0.591;0.308;0.269;0.364;0.364;0.318;0.417;0.348;0.192;0.375;0.370;0.333;0.400;0.391;0.200;0.667;0.480;0.333;0.385;0.280;0.375;0.364;0.560;0.333;0.370;0.227;0.320;0.400;0.200;0.417;0.682;0.269;0.440;0.346;0.280;0.280;0.231;0.125
